shortname,category,assign_count,chat_count,choice_count,database_count,feedback_count,file_count,folder_count,forum_count,glossary_count,label_count,languagelesson_count,lesson_count,lti_count,page_count,quiz_count,scorm_count,survey_count,url_count,wiki_count,workshop_count
MUSC177J-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC178-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC178J-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC179-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC179J-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC180-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC180J-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC181-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC181J-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC182-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC182J-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC183-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC183J-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC184-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC184J-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC185-01-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC185-02-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC186-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC187-00-S16,86,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC188-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC189-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC190-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC191-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC192-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC194-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC194-01-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC194-02-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC194-03-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC194-04-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC194-05-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC194-06-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC194-08-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC194-09-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC195-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC197-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC199-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC208-00-S16,86,4,0,0,0,1,8,0,1,0,0,0,0,0,0,0,0,0,6,0,0
MUSC227-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC228-01-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC228-02-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC236-00-S16,86,0,0,0,0,0,12,0,1,0,0,0,0,0,0,0,0,0,13,0,0
MUSC250-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC250-01-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC250-02-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC250-03-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC250-04-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC250J-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC250J-01-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC250J-02-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC250J-03-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC250J-04-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC251-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC251-01-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC251-02-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC251-03-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC251-04-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC251-05-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC251J-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC251J-01-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC251J-02-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC251J-03-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC251J-04-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC251J-05-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC252-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC252J-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC255-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC255-01-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC255-02-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC255-03-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC255J-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC255J-01-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC255J-02-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC255J-03-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC256-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC256-01-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC256-02-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC256-03-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC256J-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC256J-01-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC256J-02-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC256J-03-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC257-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC257-01-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC257J-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC257J-01-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC258-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC258J-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC259-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC259J-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC260-01-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC260-02-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC260J-01-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC260J-02-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC261-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC261J-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC262-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC262J-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC263-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC263J-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC264-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC264J-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC265-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC265J-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC266-01-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC266-02-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC266J-01-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC266J-02-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC267-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC267J-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC268-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC268J-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC269-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC269J-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC270-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC270J-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC271-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC271J-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC272-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC272J-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC274-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC274J-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC275-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC275J-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC276-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC276J-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC277-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC277J-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC278-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC278J-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC279-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC279J-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC280-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC280J-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC281-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC281J-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC282-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC282J-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC283-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC283J-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC284-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC284J-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC285J-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC286J-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC299-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC299-01-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC299-02-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC299-03-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC299-04-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC299-05-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC299-06-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC299-08-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC299-09-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC307-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC312-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC324S-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC398-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC400-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
NEUR395-00-S16,86,1,0,0,0,0,14,0,1,0,1,0,0,0,0,0,0,0,0,1,0
NORW112S-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PE101-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PE102-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PE103-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PE104-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PE105-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PE107-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PE108-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PE109-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PE113-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PE120-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PE125-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PE128-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PE129-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PE130-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PE142-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PE146-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PE147-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PE148-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PE149-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PE151-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PE152-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PE153-00-S16,86,0,0,0,0,0,22,0,8,0,0,0,0,0,0,0,0,0,4,0,0
PE158-01-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PE158-02-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PE158-03-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PE159-00-S16,86,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PE160-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PE161-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PE167-00-S16,86,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PE168-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PE171-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PE172-01-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PE172-02-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PE173-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PE175-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PE176-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PE177-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PE178-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PE179-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PE188-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PE189-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PE190-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PE191-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PE192-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PE196-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PE199-01-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PE199-02-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PE199-03-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PE199-04-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PE205-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PE210-00-S16,86,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
PE219-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PE227-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PE228-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PE244-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PE245-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PE258-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PE259-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PE260-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PE271-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PE282-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PE283-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PE284-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PE288-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PE289-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PE293-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PE316-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PHIL114-00-S16,86,3,0,0,0,1,1,2,9,0,0,0,0,0,0,0,0,0,0,0,0
PHIL116-00-S16,86,5,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1
PHIL119-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PHIL198-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PHIL221-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PHIL223-00-S16,86,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1
PHIL227-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PHIL230-00-S16,86,3,0,0,0,1,23,1,2,0,0,0,0,0,0,0,0,0,0,0,0
PHIL274-00-S16,86,16,0,0,0,0,14,2,2,0,0,0,0,0,22,0,0,0,0,0,0
PHIL372-00-S16,86,3,0,0,0,0,37,0,1,0,0,0,0,0,0,0,0,0,1,0,0
PHIL391-11-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PHIL391-12-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PHIL400-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PHYS123-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PHYS131-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PHYS131L-52-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PHYS131L-57-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PHYS131L-59-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PHYS151-00-S16,86,0,0,0,0,0,0,32,1,0,0,0,0,0,0,0,0,0,0,0,0
PHYS151L-59-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PHYS152-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PHYS152L-52-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PHYS152L-57-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PHYS234-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PHYS235-00-S16,86,6,0,0,0,0,10,31,1,0,33,0,0,0,4,25,0,0,13,0,0
PHYS235L-52-S16,86,0,0,0,0,0,24,1,1,0,10,0,0,0,0,0,0,0,3,0,0
PHYS235L-57-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PHYS235L-59-S16,86,0,0,0,0,0,23,1,1,0,10,0,0,0,0,0,0,0,3,0,0
PHYS342-00-S16,86,13,0,0,0,0,3,0,1,0,0,0,0,1,0,1,0,0,2,0,0
PHYS342L-54-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PHYS342L-57-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PHYS352-00-S16,86,0,0,0,0,0,24,0,1,0,10,0,0,0,0,0,0,0,0,0,0
PHYS354-00-S16,86,22,0,0,0,1,33,4,1,0,0,0,0,0,0,0,0,0,4,0,0
PHYS356-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PHYS356-11-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PHYS356-12-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PHYS356-13-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
